Temp,Mo@liq,Si@liq,Ti@liq,Mo@bcc,Si@bcc,Ti@bcc
875,0.286229,0.0089812,0.70479,0.0282497,0.138029,0.833721
874,0.28657,0.0089003,0.70453,0.0281586,0.138092,0.83375
873,0.286909,0.00882022,0.70427,0.0280675,0.138154,0.833778
872,0.287248,0.00874095,0.704012,0.0279764,0.138217,0.833807
871,0.287584,0.00866248,0.703753,0.0278853,0.13828,0.833835
870,0.28792,0.00858479,0.703495,0.0277943,0.138342,0.833863
869,0.288254,0.00850787,0.703238,0.0277033,0.138405,0.833892
868,0.288587,0.00843171,0.702981,0.0276123,0.138468,0.83392
867,0.288919,0.0083563,0.702725,0.0275213,0.138531,0.833948
866,0.289249,0.00828163,0.702469,0.0274303,0.138593,0.833976
865,0.289579,0.00820768,0.702214,0.0273394,0.138656,0.834004
864,0.289907,0.00813445,0.701959,0.0272485,0.138719,0.834032
863,0.290234,0.00806192,0.701704,0.0271576,0.138782,0.83406
862,0.29056,0.00799009,0.70145,0.0270667,0.138845,0.834088
861,0.290885,0.00791895,0.701196,0.0269759,0.138908,0.834116
860,0.291209,0.00784847,0.700943,0.0268851,0.138971,0.834144
859,0.291532,0.00777867,0.70069,0.0267943,0.139034,0.834172
858,0.291854,0.00770952,0.700437,0.0267036,0.139097,0.8342
857,0.292174,0.00764101,0.700185,0.0266129,0.13916,0.834227
856,0.292494,0.00757315,0.699933,0.0265222,0.139223,0.834255
855,0.292813,0.00750591,0.699681,0.0264316,0.139286,0.834282
854,0.293131,0.0074393,0.69943,0.026341,0.139349,0.83431
853,0.293448,0.0073733,0.699178,0.0262505,0.139412,0.834337
852,0.293764,0.0073079,0.698928,0.02616,0.139475,0.834365
851,0.29408,0.0072431,0.698677,0.0260696,0.139538,0.834392
850,0.294394,0.00717889,0.698427,0.0259792,0.139601,0.834419
849,0.294707,0.00711526,0.698177,0.0258888,0.139665,0.834447
848,0.29502,0.00705221,0.697928,0.0257985,0.139728,0.834474
847,0.295332,0.00698972,0.697678,0.0257082,0.139791,0.834501
846,0.295643,0.00692779,0.697429,0.025618,0.139854,0.834528
845,0.295953,0.00686641,0.69718,0.0255279,0.139917,0.834555
844,0.296263,0.00680558,0.696932,0.0254378,0.13998,0.834582
843,0.296571,0.00674529,0.696683,0.0253477,0.140044,0.834609
842,0.296879,0.00668553,0.696435,0.0252577,0.140107,0.834635
841,0.297187,0.0066263,0.696187,0.0251678,0.14017,0.834662
840,0.297493,0.00656758,0.695939,0.0250779,0.140233,0.834689
839,0.297799,0.00650938,0.695692,0.0249881,0.140297,0.834715
838,0.298104,0.00645169,0.695444,0.0248983,0.14036,0.834742
837,0.298408,0.0063945,0.695197,0.0248086,0.140423,0.834768
836,0.298712,0.0063378,0.69495,0.024719,0.140486,0.834795
835,0.299015,0.0062816,0.694703,0.0246294,0.140549,0.834821
834,0.299318,0.00622588,0.694456,0.0245399,0.140613,0.834847
833,0.299619,0.00617063,0.69421,0.0244505,0.140676,0.834874
832,0.299921,0.00611586,0.693963,0.0243611,0.140739,0.8349
831,0.300221,0.00606156,0.693717,0.0242718,0.140802,0.834926
830,0.300521,0.00600773,0.693471,0.0241826,0.140866,0.834952
829,0.300821,0.00595434,0.693225,0.0240935,0.140929,0.834978
828,0.301119,0.00590142,0.692979,0.0240044,0.140992,0.835003
827,0.301418,0.00584894,0.692733,0.0239154,0.141055,0.835029
826,0.301715,0.0057969,0.692488,0.0238264,0.141119,0.835055
825,0.302012,0.0057453,0.692242,0.0237376,0.141182,0.83508
824,0.302309,0.00569414,0.691997,0.0236488,0.141245,0.835106
823,0.302605,0.0056434,0.691752,0.0235601,0.141308,0.835131
822,0.302901,0.00559309,0.691506,0.0234715,0.141372,0.835157
821,0.303196,0.0055432,0.691261,0.023383,0.141435,0.835182
820,0.30349,0.00549372,0.691016,0.0232945,0.141498,0.835207
819,0.303784,0.00544466,0.690771,0.0232061,0.141561,0.835233
818,0.304078,0.005396,0.690526,0.0231178,0.141625,0.835258
817,0.304371,0.00534775,0.690281,0.0230296,0.141688,0.835283
816,0.304664,0.00529989,0.690036,0.0229415,0.141751,0.835308
815,0.304956,0.00525243,0.689792,0.0228535,0.141814,0.835332
814,0.305248,0.00520536,0.689547,0.0227655,0.141877,0.835357
813,0.305539,0.00515868,0.689302,0.0226777,0.14194,0.835382
812,0.30583,0.00511238,0.689058,0.0225899,0.142004,0.835406
811,0.306121,0.00506646,0.688813,0.0225022,0.142067,0.835431
810,0.306411,0.00502092,0.688568,0.0224147,0.14213,0.835455
809,0.3067,0.00497575,0.688324,0.0223272,0.142193,0.83548
808,0.30699,0.00493094,0.688079,0.0222398,0.142256,0.835504
807,0.307279,0.00488651,0.687835,0.0221525,0.142319,0.835528
806,0.307567,0.00484243,0.68759,0.0220653,0.142382,0.835552
805,0.307855,0.00479871,0.687346,0.0219782,0.142445,0.835577
804,0.308143,0.00475535,0.687101,0.0218912,0.142508,0.8356
803,0.308431,0.00471234,0.686857,0.0218043,0.142571,0.835624
802,0.308718,0.00466967,0.686612,0.0217175,0.142634,0.835648
801,0.309005,0.00462735,0.686368,0.0216308,0.142697,0.835672
800,0.309291,0.00458538,0.686123,0.0215442,0.14276,0.835696
799,0.309577,0.00454374,0.685879,0.0214577,0.142823,0.835719
798,0.309863,0.00450243,0.685634,0.0213713,0.142886,0.835743
797,0.310149,0.00446146,0.68539,0.021285,0.142949,0.835766
796,0.310434,0.00442082,0.685145,0.0211988,0.143012,0.835789
795,0.310719,0.00438051,0.6849,0.0211127,0.143075,0.835812
794,0.311004,0.00434052,0.684656,0.0210268,0.143138,0.835835
793,0.311288,0.00430085,0.684411,0.0209409,0.143201,0.835858
792,0.311572,0.00426149,0.684166,0.0208552,0.143263,0.835881
791,0.311856,0.00422246,0.683921,0.0207695,0.143326,0.835904
790,0.31214,0.00418373,0.683676,0.020684,0.143389,0.835927
789,0.312423,0.00414532,0.683432,0.0205986,0.143452,0.83595
788,0.312706,0.00410721,0.683187,0.0205133,0.143514,0.835972
787,0.312989,0.00406941,0.682942,0.0204281,0.143577,0.835995
786,0.313272,0.0040319,0.682696,0.020343,0.14364,0.836017
785,0.313554,0.0039947,0.682451,0.0202581,0.143702,0.836039
784,0.313836,0.0039578,0.682206,0.0201732,0.143765,0.836062
783,0.314118,0.00392118,0.681961,0.0200885,0.143828,0.836084
782,0.3144,0.00388486,0.681715,0.0200039,0.14389,0.836106
781,0.314681,0.00384883,0.68147,0.0199194,0.143953,0.836128
780,0.314963,0.00381309,0.681224,0.0198351,0.144015,0.83615
779,0.315244,0.00377763,0.680978,0.0197508,0.144078,0.836171
778,0.315525,0.00374245,0.680733,0.0196667,0.14414,0.836193
777,0.315806,0.00370755,0.680487,0.0195827,0.144203,0.836215
776,0.316086,0.00367293,0.680241,0.0194988,0.144265,0.836236
775,0.316367,0.00363859,0.679995,0.0194151,0.144327,0.836257
774,0.316647,0.00360452,0.679749,0.0193315,0.14439,0.836279
773,0.316927,0.00357072,0.679502,0.019248,0.144452,0.8363
772,0.317207,0.00353718,0.679256,0.0191646,0.144514,0.836321
771,0.317487,0.00350392,0.67901,0.0190814,0.144577,0.836342
770,0.317766,0.00347091,0.678763,0.0189982,0.144639,0.836363
769,0.318046,0.00343818,0.678516,0.0189153,0.144701,0.836384
768,0.318325,0.0034057,0.678269,0.0188324,0.144763,0.836404
767,0.318604,0.00337347,0.678022,0.0187497,0.144825,0.836425
766,0.318883,0.00334151,0.677775,0.0186671,0.144887,0.836446
765,0.319162,0.0033098,0.677528,0.0185847,0.144949,0.836466
764,0.319441,0.00327834,0.677281,0.0185023,0.145011,0.836486
763,0.31972,0.00324713,0.677033,0.0184201,0.145073,0.836506
762,0.319998,0.00321617,0.676785,0.0183381,0.145135,0.836527
761,0.320277,0.00318546,0.676538,0.0182562,0.145197,0.836547
760,0.320555,0.00315499,0.67629,0.0181744,0.145259,0.836567
759,0.320834,0.00312476,0.676042,0.0180927,0.145321,0.836586
758,0.321112,0.00309477,0.675793,0.0180112,0.145383,0.836606
757,0.32139,0.00306502,0.675545,0.0179299,0.145444,0.836626
756,0.321668,0.00303551,0.675296,0.0178486,0.145506,0.836645
755,0.321946,0.00300624,0.675048,0.0177676,0.145568,0.836665
754,0.322224,0.00297719,0.674799,0.0176866,0.145629,0.836684
753,0.322502,0.00294838,0.67455,0.0176058,0.145691,0.836703
752,0.32278,0.0029198,0.674301,0.0175252,0.145753,0.836722
751,0.323057,0.00289145,0.674051,0.0174446,0.145814,0.836741
750,0.323335,0.00286333,0.673802,0.0173643,0.145876,0.83676
749,0.323613,0.00283543,0.673552,0.017284,0.145937,0.836779
748,0.32389,0.00280775,0.673302,0.0172039,0.145998,0.836798
747,0.324168,0.00278029,0.673052,0.017124,0.14606,0.836816
746,0.324445,0.00275306,0.672802,0.0170442,0.146121,0.836835
745,0.324723,0.00272604,0.672551,0.0169646,0.146182,0.836853
744,0.325,0.00269924,0.672301,0.0168851,0.146243,0.836871
743,0.325277,0.00267265,0.67205,0.0168057,0.146305,0.83689
742,0.325555,0.00264628,0.671799,0.0167265,0.146366,0.836908
741,0.325832,0.00262012,0.671548,0.0166475,0.146427,0.836926
740,0.326109,0.00259417,0.671296,0.0165686,0.146488,0.836944
739,0.326387,0.00256843,0.671045,0.0164899,0.146549,0.836961
738,0.326664,0.0025429,0.670793,0.0164113,0.14661,0.836979
737,0.326941,0.00251758,0.670541,0.0163328,0.146671,0.836997
736,0.327219,0.00249245,0.670289,0.0162545,0.146732,0.837014
735,0.327496,0.00246754,0.670037,0.0161764,0.146792,0.837031
734,0.327773,0.00244282,0.669784,0.0160984,0.146853,0.837049
733,0.328051,0.0024183,0.669531,0.0160206,0.146914,0.837066
732,0.328328,0.00239398,0.669278,0.015943,0.146974,0.837083
731,0.328605,0.00236986,0.669025,0.0158654,0.147035,0.8371
730,0.328883,0.00234594,0.668771,0.0157881,0.147096,0.837116
729,0.32916,0.00232221,0.668518,0.0157109,0.147156,0.837133
728,0.329437,0.00229867,0.668264,0.0156339,0.147216,0.83715
727,0.329715,0.00227533,0.66801,0.015557,0.147277,0.837166
726,0.329992,0.00225217,0.667755,0.0154803,0.147337,0.837182
725,0.33027,0.00222921,0.667501,0.0154037,0.147398,0.837199
724,0.330548,0.00220643,0.667246,0.0153273,0.147458,0.837215
723,0.330825,0.00218384,0.666991,0.0152511,0.147518,0.837231
722,0.331103,0.00216144,0.666736,0.015175,0.147578,0.837247
721,0.331381,0.00213922,0.66648,0.0150991,0.147638,0.837263
720,0.331658,0.00211718,0.666224,0.0150234,0.147698,0.837278
719,0.331936,0.00209532,0.665968,0.0149478,0.147758,0.837294
718,0.332214,0.00207365,0.665712,0.0148724,0.147818,0.837309
717,0.332492,0.00205215,0.665456,0.0147972,0.147878,0.837325
716,0.33277,0.00203083,0.665199,0.0147221,0.147938,0.83734
715,0.333048,0.00200969,0.664942,0.0146472,0.147998,0.837355
714,0.333326,0.00198872,0.664685,0.0145724,0.148057,0.83737
713,0.333605,0.00196793,0.664427,0.0144979,0.148117,0.837385
712,0.333883,0.00194731,0.66417,0.0144235,0.148177,0.8374
711,0.334161,0.00192686,0.663912,0.0143492,0.148236,0.837415
710,0.33444,0.00190659,0.663654,0.0142751,0.148296,0.837429
709,0.334719,0.00188648,0.663395,0.0142012,0.148355,0.837444
708,0.334997,0.00186654,0.663136,0.0141275,0.148414,0.837458
707,0.335276,0.00184677,0.662877,0.014054,0.148474,0.837472
706,0.335555,0.00182716,0.662618,0.0139806,0.148533,0.837486
705,0.335834,0.00180772,0.662358,0.0139074,0.148592,0.837501
704,0.336113,0.00178844,0.662099,0.0138343,0.148651,0.837514
703,0.336392,0.00176933,0.661838,0.0137614,0.14871,0.837528
702,0.336672,0.00175037,0.661578,0.0136888,0.148769,0.837542
701,0.336951,0.00173158,0.661317,0.0136162,0.148828,0.837555
700,0.33723,0.00171295,0.661057,0.0135439,0.148887,0.837569
699,0.33751,0.00169447,0.660795,0.0134717,0.148946,0.837582
698,0.33779,0.00167615,0.660534,0.0133997,0.149005,0.837595
697,0.33807,0.00165799,0.660272,0.0133279,0.149064,0.837609
696,0.33835,0.00163999,0.66001,0.0132563,0.149122,0.837622
695,0.33863,0.00162213,0.659748,0.0131848,0.149181,0.837634
694,0.33891,0.00160443,0.659485,0.0131135,0.149239,0.837647
693,0.339191,0.00158689,0.659222,0.0130424,0.149298,0.83766
692,0.339471,0.00156949,0.658959,0.0129715,0.149356,0.837672
691,0.339752,0.00155225,0.658696,0.0129007,0.149414,0.837685
690,0.340033,0.00153515,0.658432,0.0128302,0.149473,0.837697
689,0.340314,0.0015182,0.658168,0.0127598,0.149531,0.837709
688,0.340595,0.0015014,0.657903,0.0126896,0.149589,0.837721
687,0.340877,0.00148474,0.657639,0.0126196,0.149647,0.837733
686,0.341158,0.00146823,0.657374,0.0125497,0.149705,0.837745
685,0.34144,0.00145187,0.657108,0.01248,0.149763,0.837757
684,0.341721,0.00143564,0.656843,0.0124106,0.149821,0.837768
683,0.342003,0.00141956,0.656577,0.0123413,0.149879,0.83778
682,0.342286,0.00140362,0.656311,0.0122722,0.149937,0.837791
681,0.342568,0.00138782,0.656044,0.0122032,0.149994,0.837802
680,0.34285,0.00137216,0.655778,0.0121345,0.150052,0.837814
679,0.343133,0.00135664,0.65551,0.0120659,0.150109,0.837825
678,0.343416,0.00134126,0.655243,0.0119976,0.150167,0.837835
677,0.343699,0.00132601,0.654975,0.0119294,0.150224,0.837846
676,0.343982,0.0013109,0.654707,0.0118614,0.150282,0.837857
675,0.344265,0.00129592,0.654439,0.0117936,0.150339,0.837867
674,0.344549,0.00128108,0.65417,0.011726,0.150396,0.837878
673,0.344833,0.00126636,0.653901,0.0116585,0.150453,0.837888
672,0.345117,0.00125179,0.653632,0.0115913,0.15051,0.837898
671,0.345401,0.00123734,0.653362,0.0115242,0.150567,0.837908
670,0.345685,0.00122302,0.653092,0.0114573,0.150624,0.837918
669,0.34597,0.00120883,0.652822,0.0113907,0.150681,0.837928
668,0.346254,0.00119477,0.652551,0.0113242,0.150738,0.837938
667,0.346539,0.00118084,0.65228,0.0112579,0.150795,0.837947
666,0.346824,0.00116704,0.652009,0.0111917,0.150851,0.837957
665,0.34711,0.00115336,0.651737,0.0111258,0.150908,0.837966
664,0.347395,0.00113981,0.651465,0.0110601,0.150965,0.837975
663,0.347681,0.00112638,0.651193,0.0109946,0.151021,0.837984
662,0.347967,0.00111307,0.65092,0.0109292,0.151077,0.837993
661,0.348253,0.00109989,0.650647,0.0108641,0.151134,0.838002
660,0.34854,0.00108683,0.650373,0.0107991,0.15119,0.838011
659,0.348826,0.00107388,0.6501,0.0107343,0.151246,0.83802
658,0.349113,0.00106106,0.649826,0.0106698,0.151302,0.838028
657,0.3494,0.00104836,0.649551,0.0106054,0.151358,0.838036
656,0.349688,0.00103578,0.649277,0.0105412,0.151414,0.838045
655,0.349975,0.00102331,0.649001,0.0104772,0.15147,0.838053
654,0.350263,0.00101097,0.648726,0.0104134,0.151526,0.838061
653,0.350551,0.000998733,0.64845,0.0103498,0.151582,0.838069
652,0.350839,0.000986616,0.648174,0.0102864,0.151637,0.838076
651,0.351128,0.000974613,0.647897,0.0102232,0.151693,0.838084
650,0.351417,0.000962724,0.647621,0.0101602,0.151748,0.838092
649,0.351706,0.000950948,0.647343,0.0100974,0.151804,0.838099
648,0.351995,0.000939284,0.647066,0.0100348,0.151859,0.838106
647,0.352284,0.000927732,0.646788,0.00997236,0.151914,0.838113
646,0.352574,0.00091629,0.64651,0.00991014,0.15197,0.83812
645,0.352864,0.000904958,0.646231,0.00984812,0.152025,0.838127
644,0.353154,0.000893734,0.645952,0.00978629,0.15208,0.838134
643,0.353445,0.00088262,0.645672,0.00972467,0.152135,0.838141
642,0.353736,0.000871612,0.645393,0.00966324,0.15219,0.838147
641,0.354027,0.000860712,0.645112,0.00960202,0.152244,0.838154
640,0.354318,0.000849918,0.644832,0.00954099,0.152299,0.83816
639,0.35461,0.000839229,0.644551,0.00948016,0.152354,0.838166
638,0.354902,0.000828644,0.64427,0.00941954,0.152408,0.838172
637,0.355194,0.000818164,0.643988,0.00935911,0.152463,0.838178
636,0.355486,0.000807787,0.643706,0.00929889,0.152517,0.838184
635,0.355779,0.000797512,0.643424,0.00923887,0.152572,0.83819
634,0.356072,0.000787338,0.643141,0.00917904,0.152626,0.838195
633,0.356365,0.000777266,0.642858,0.00911943,0.15268,0.8382
632,0.356659,0.000767294,0.642574,0.00906001,0.152734,0.838206
631,0.356952,0.000757421,0.64229,0.00900079,0.152788,0.838211
630,0.357247,0.000747648,0.642006,0.00894178,0.152842,0.838216
629,0.357541,0.000737972,0.641721,0.00888297,0.152896,0.838221
628,0.357836,0.000728394,0.641436,0.00882436,0.15295,0.838226
627,0.358131,0.000718913,0.64115,0.00876596,0.153004,0.83823
626,0.358426,0.000709527,0.640865,0.00870776,0.153057,0.838235
625,0.358721,0.000700238,0.640578,0.00864977,0.153111,0.838239
624,0.359017,0.000691042,0.640292,0.00859198,0.153164,0.838244
623,0.359313,0.000681941,0.640005,0.00853439,0.153218,0.838248
622,0.35961,0.000672933,0.639717,0.00847701,0.153271,0.838252
621,0.359907,0.000664018,0.639429,0.00841983,0.153324,0.838256
620,0.360204,0.000655194,0.639141,0.00836286,0.153377,0.83826
619,0.360501,0.000646462,0.638852,0.00830609,0.15343,0.838263
618,0.360799,0.000637821,0.638563,0.00824953,0.153483,0.838267
617,0.361097,0.000629269,0.638274,0.00819318,0.153536,0.83827
616,0.361395,0.000620807,0.637984,0.00813703,0.153589,0.838274
615,0.361694,0.000612433,0.637694,0.00808108,0.153642,0.838277
614,0.361993,0.000604148,0.637403,0.00802535,0.153695,0.83828
613,0.362292,0.000595949,0.637112,0.00796982,0.153747,0.838283
612,0.362592,0.000587838,0.63682,0.00791449,0.1538,0.838286
611,0.362892,0.000579812,0.636528,0.00785938,0.153852,0.838288
610,0.363192,0.000571872,0.636236,0.00780447,0.153905,0.838291
609,0.363493,0.000564017,0.635943,0.00774977,0.153957,0.838293
608,0.363793,0.000556245,0.63565,0.00769528,0.154009,0.838296
607,0.364095,0.000548558,0.635357,0.00764099,0.154061,0.838298
606,0.364396,0.000540953,0.635063,0.00758691,0.154113,0.8383
605,0.364698,0.00053343,0.634768,0.00753304,0.154165,0.838302
604,0.365001,0.000525989,0.634473,0.00747938,0.154217,0.838304
603,0.365303,0.000518629,0.634178,0.00742593,0.154269,0.838306
602,0.365606,0.000511349,0.633883,0.00737269,0.15432,0.838307
601,0.365909,0.000504149,0.633586,0.00731965,0.154372,0.838309
600,0.366213,0.000497028,0.63329,0.00726683,0.154423,0.83831
599,0.366517,0.000489986,0.632993,0.00721421,0.154475,0.838311
598,0.366821,0.000483022,0.632696,0.00716181,0.154526,0.838312
597,0.367126,0.000476135,0.632398,0.00710961,0.154577,0.838313
596,0.367431,0.000469324,0.6321,0.00705762,0.154628,0.838314
595,0.367736,0.00046259,0.631801,0.00700584,0.15468,0.838315
594,0.368042,0.000455932,0.631502,0.00695427,0.154731,0.838315
593,0.368348,0.000449348,0.631202,0.00690292,0.154781,0.838316
592,0.368655,0.000442838,0.630902,0.00685177,0.154832,0.838316
591,0.368962,0.000436403,0.630602,0.00680083,0.154883,0.838316
590,0.369269,0.00043004,0.630301,0.0067501,0.154934,0.838316
589,0.369576,0.00042375,0.63,0.00669959,0.154984,0.838316
588,0.369884,0.000417532,0.629698,0.00664928,0.155035,0.838316
587,0.370193,0.000411386,0.629396,0.00659918,0.155085,0.838316
586,0.370501,0.00040531,0.629093,0.0065493,0.155135,0.838315
585,0.37081,0.000399305,0.62879,0.00649963,0.155186,0.838315
584,0.37112,0.000393369,0.628487,0.00645016,0.155236,0.838314
583,0.371429,0.000387502,0.628183,0.00640091,0.155286,0.838313
582,0.37174,0.000381704,0.627879,0.00635187,0.155336,0.838312
581,0.37205,0.000375974,0.627574,0.00630304,0.155386,0.838311
580,0.372361,0.000370312,0.627269,0.00625443,0.155436,0.83831
579,0.372672,0.000364716,0.626963,0.00620602,0.155485,0.838309
578,0.372984,0.000359187,0.626657,0.00615783,0.155535,0.838307
577,0.373296,0.000353723,0.62635,0.00610984,0.155584,0.838306
576,0.373609,0.000348325,0.626043,0.00606207,0.155634,0.838304
575,0.373921,0.000342991,0.625736,0.00601451,0.155683,0.838302
574,0.374235,0.000337722,0.625428,0.00596717,0.155732,0.8383
573,0.374548,0.000332516,0.625119,0.00592003,0.155782,0.838298
572,0.374862,0.000327373,0.62481,0.00587311,0.155831,0.838296
571,0.375177,0.000322293,0.624501,0.0058264,0.15588,0.838294
570,0.375492,0.000317274,0.624191,0.0057799,0.155929,0.838291
569,0.375807,0.000312317,0.623881,0.00573361,0.155978,0.838289
568,0.376123,0.000307422,0.62357,0.00568753,0.156026,0.838286
567,0.376439,0.000302586,0.623259,0.00564167,0.156075,0.838283
566,0.376755,0.00029781,0.622947,0.00559602,0.156123,0.83828
565,0.377072,0.000293094,0.622635,0.00555058,0.156172,0.838277
564,0.377389,0.000288437,0.622322,0.00550535,0.15622,0.838274
563,0.377707,0.000283838,0.622009,0.00546034,0.156269,0.838271
562,0.378025,0.000279296,0.621696,0.00541554,0.156317,0.838268
561,0.378343,0.000274812,0.621382,0.00537095,0.156365,0.838264
560,0.378662,0.000270385,0.621067,0.00532657,0.156413,0.83826
559,0.378982,0.000266014,0.620752,0.0052824,0.156461,0.838257
558,0.379301,0.000261699,0.620437,0.00523845,0.156509,0.838253
557,0.379621,0.000257439,0.620121,0.00519471,0.156557,0.838249
556,0.379942,0.000253234,0.619805,0.00515118,0.156604,0.838244
555,0.380263,0.000249083,0.619488,0.00510786,0.156652,0.83824
554,0.380584,0.000244986,0.619171,0.00506475,0.156699,0.838236
553,0.380906,0.000240942,0.618853,0.00502186,0.156747,0.838231
552,0.381229,0.000236951,0.618534,0.00497918,0.156794,0.838227
551,0.381551,0.000233012,0.618216,0.00493671,0.156841,0.838222
550,0.381874,0.000229125,0.617896,0.00489445,0.156889,0.838217
549,0.382198,0.00022529,0.617577,0.00485241,0.156936,0.838212
548,0.382522,0.000221505,0.617257,0.00481057,0.156983,0.838207
547,0.382846,0.00021777,0.616936,0.00476895,0.15703,0.838202
546,0.383171,0.000214086,0.616615,0.00472754,0.157076,0.838196
545,0.383497,0.000210451,0.616293,0.00468634,0.157123,0.838191
544,0.383822,0.000206865,0.615971,0.00464536,0.15717,0.838185
543,0.384148,0.000203327,0.615648,0.00460458,0.157216,0.838179
542,0.384475,0.000199838,0.615325,0.00456402,0.157263,0.838173
541,0.384802,0.000196396,0.615001,0.00452367,0.157309,0.838167
540,0.38513,0.000193001,0.614677,0.00448353,0.157355,0.838161
539,0.385458,0.000189652,0.614353,0.0044436,0.157401,0.838155
538,0.385786,0.00018635,0.614028,0.00440388,0.157448,0.838149
537,0.386115,0.000183094,0.613702,0.00436437,0.157494,0.838142
536,0.386444,0.000179883,0.613376,0.00432507,0.157539,0.838135
535,0.386774,0.000176716,0.613049,0.00428599,0.157585,0.838129
534,0.387104,0.000173594,0.612722,0.00424711,0.157631,0.838122
533,0.387435,0.000170516,0.612395,0.00420845,0.157677,0.838115
532,0.387766,0.000167482,0.612067,0.00416999,0.157722,0.838108
531,0.388098,0.00016449,0.611738,0.00413175,0.157768,0.838101
530,0.38843,0.000161541,0.611409,0.00409372,0.157813,0.838093
529,0.388762,0.000158635,0.611079,0.00405589,0.157858,0.838086
528,0.389095,0.00015577,0.610749,0.00401828,0.157904,0.838078
527,0.389429,0.000152946,0.610419,0.00398088,0.157949,0.83807
526,0.389762,0.000150163,0.610087,0.00394368,0.157994,0.838063
525,0.390097,0.000147421,0.609756,0.0039067,0.158039,0.838055
524,0.390432,0.000144719,0.609424,0.00386992,0.158083,0.838047
523,0.390767,0.000142056,0.609091,0.00383336,0.158128,0.838038
522,0.391103,0.000139432,0.608758,0.003797,0.158173,0.83803
521,0.391439,0.000136848,0.608424,0.00376085,0.158217,0.838022
520,0.391776,0.000134301,0.60809,0.00372491,0.158262,0.838013
519,0.392113,0.000131793,0.607755,0.00368918,0.158306,0.838005
518,0.39245,0.000129322,0.60742,0.00365366,0.158351,0.837996
517,0.392789,0.000126888,0.607085,0.00361834,0.158395,0.837987
516,0.393127,0.000124491,0.606748,0.00358324,0.158439,0.837978
515,0.393466,0.000122131,0.606412,0.00354834,0.158483,0.837969
514,0.393806,0.000119806,0.606074,0.00351365,0.158527,0.837959
513,0.394146,0.000117517,0.605737,0.00347916,0.158571,0.83795
512,0.394486,0.000115263,0.605398,0.00344489,0.158615,0.837941
511,0.394827,0.000113043,0.605059,0.00341082,0.158658,0.837931
510,0.395169,0.000110859,0.60472,0.00337695,0.158702,0.837921
509,0.395511,0.000108708,0.60438,0.0033433,0.158745,0.837911
508,0.395853,0.00010659,0.60404,0.00330984,0.158789,0.837901
507,0.396196,0.000104506,0.603699,0.0032766,0.158832,0.837891
506,0.39654,0.000102455,0.603358,0.00324356,0.158875,0.837881
505,0.396884,0.000100436,0.603016,0.00321073,0.158919,0.837871
504,0.397228,9.84488e-05,0.602673,0.0031781,0.158962,0.83786
